A,B,C
222,606,68.09219562
222,618,67.83092764
222,630,67.6085532
222,642,67.42040586
222,654,67.26160849
222,666,67.12757519
222,678,67.01423475
222,690,66.91809156
222,702,66.83621036
222,714,66.76615588
222,726,66.70592398
222,738,66.65387185
222,750,66.60865593
222,762,66.56917387
222,774,66.53452481
222,786,66.5039676
222,798,66.47689083
222,810,66.45278793
222,822,66.43124061
222,834,66.41189745
222,846,66.39446651
222,858,66.37869999
222,870,66.36439016
222,882,66.3513599
222,894,66.33945942
234,6,65.47376394
234,18,65.48020702
234,30,65.48713409
234,42,65.49459558
234,54,65.50264708
234,66,65.51135604
234,78,65.52079513
234,90,65.53105169
234,102,65.54222314
234,114,65.55442529
234,126,65.56779279
234,138,65.58248149
234,150,65.59867599
234,162,65.61659463
234,174,65.63649591
234,186,65.65868923
234,198,65.68354442
234,210,65.71150849
234,222,65.74312242
234,234,65.77904383
234,246,65.8200788
234,258,65.86721473
234,270,65.92167128
234,282,65.9849551
234,294,66.05893601
234,306,66.14593236
234,318,66.24882041
234,330,66.37115526
234,342,66.51729796
234,354,66.69252915
234,366,66.90310155
234,378,67.15614669
234,390,67.45928446
234,402,67.81969357
234,414,68.24231784
234,426,68.72684442
234,438,69.26333931
234,450,69.82715262
234,462,70.37518395
234,474,70.84719165
234,486,71.17588727
234,498,71.30564022
234,510,71.21245877
234,522,70.91368993
234,534,70.46094418
234,546,69.92103057
234,558,69.35633575
234,570,68.81310807
234,582,68.31889571
234,594,67.88573371
234,606,67.51520162
234,618,67.2029847
234,630,66.94212315
234,642,66.72498745
234,654,66.5443262
234,666,66.39372847
234,678,66.2677518
234,690,66.16188987
234,702,66.07246139
234,714,65.99648603
234,726,65.93155988
234,738,65.87574572
234,750,65.82748122
234,762,65.78550386
234,774,65.74879021
234,786,65.71650791
234,798,65.68797594
234,810,65.66263596
234,822,65.64002636
234,834,65.61976613
234,846,65.60153627
234,858,65.58507056
234,870,65.57014455
234,882,65.55656836
234,894,65.54418188
246,6,64.67594528
246,18,64.68260039
246,30,64.6897591
246,42,64.69747421
246,54,64.7058052
246,66,64.7148207
246,78,64.72459862
246,90,64.73523007
246,102,64.74681828
246,114,64.7594853
246,126,64.7733726
246,138,64.78864574
246,150,64.80550151
246,162,64.82417059
246,174,64.84493028
246,186,64.86811209
246,198,64.89411354
246,210,64.92341873
246,222,64.95661492
246,234,64.99442244
246,246,65.03772963
246,258,65.08763329
246,270,65.14550103
246,282,65.21304131
246,294,65.29239824
246,306,65.38627243
246,318,65.49806743
246,330,65.63207462
246,342,65.79368501
246,354,65.98961327
246,366,66.22809871
246,378,66.51898087
246,390,66.87347036
246,402,67.30327325
246,414,67.81854375
246,426,68.42394532
246,438,69.11221769
246,450,69.85557037
246,462,70.59759723
246,474,71.25199095
246,486,71.71603558
246,498,71.90110026
246,510,71.76808908
246,522,71.34531948
246,534,70.71544456
246,546,69.98132086
246,558,69.23342021
246,570,68.53334925
246,582,67.91319132
246,594,67.38299476
246,606,66.93956523
246,618,66.57332807
246,630,66.27265194
246,642,66.0261595
246,654,65.82375373
246,666,65.65692907
246,678,65.51872863
246,690,65.40355656
246,702,65.30695348
246,714,65.22538153
246,726,65.15603405
246,738,65.09668356
246,750,65.04555543
246,762,65.00123156
246,774,64.96257443
246,786,64.92866336
246,798,64.89875396
246,810,64.87223795
246,822,64.84861596
246,834,64.82747724
246,846,64.80848016
246,858,64.7913394
246,870,64.77581697
246,882,64.7617108
246,894,64.74885125
258,6,63.8781093
258,18,63.88497398
258,30,63.89236146
258,42,63.90032662
258,54,63.90893194
258,66,63.91824855
258,78,63.92835821
258,90,63.93935527
258,102,63.95134907
258,114,63.96446602
258,126,63.97885508
258,138,63.99469021
258,150,64.01217726
258,162,64.031561
258,174,64.05313267
258,186,64.07724362
258,198,64.10431721
258,210,64.13486762
258,222,64.1695257
258,234,64.20906533
258,246,64.25444799
258,258,64.30686953
258,270,64.36783014
258,282,64.43922101
258,294,64.523441
258,306,64.62354559
258,318,64.74344132
258,330,64.88813088
258,342,65.06402132
258,354,65.27928215
258,366,65.54422898
258,378,65.87163639
258,390,66.27678193
258,402,66.77679814
258,414,67.38858567
258,426,68.1241107
258,438,68.98172394
258,450,69.93302155
258,462,70.90814633
258,474,71.78902504
258,486,72.42546839
258,498,72.68200625
258,510,72.49746868
258,522,71.91624239
258,534,71.0653384
258,546,70.09649001
258,558,69.13506942
258,570,68.25892215
258,582,67.50239664
258,594,66.87058147
258,606,66.35305357
258,618,65.93331597
258,630,65.59407663
258,642,65.31967619
258,654,65.09691413
258,666,64.91508251
258,678,64.76568058
258,690,64.64203374
258,702,64.5389283
258,714,64.45229324
258,726,64.37894644
258,738,64.31639102
258,750,64.26265981
258,762,64.21619418
258,774,64.17575333
258,786,64.14033967
258,798,64.10915205
258,810,64.08153751
258,822,64.05696448
258,834,64.03499564
258,846,64.01526886
258,858,63.99748397
258,870,63.9813887
258,882,63.96677152
258,894,63.95345341
270,6,63.08025217
270,18,63.08732356
270,30,63.0949364
270,42,63.10314745
270,54,63.11202137
270,66,63.12163252
270,78,63.13206551
270,90,63.14341839
270,102,63.15580395
270,114,63.16935478
270,126,63.18422484
270,138,63.20059562
270,150,63.21868168
270,162,63.23873737
270,174,63.26106776
270,186,63.28603946
270,198,63.3140964
270,210,63.34577992
270,222,63.38175392
270,234,63.42283856
270,246,63.47005349
270,258,63.52467603
270,270,63.58831671
270,282,63.66302024
270,294,63.75139854
270,306,63.85680978
270,318,63.98359116
270,330,64.13737011
270,342,64.32545884
270,354,64.55734952
270,366,64.84529315
270,378,65.2048823
270,390,65.6554478
270,402,66.21977901
270,414,66.92224153
270,426,67.78363493
270,438,68.81047551
270,450,69.97692972
270,462,71.20178922
270,474,72.33315701
270,486,73.16507037
270,498,73.50380532
270,510,73.25994354
270,522,72.49847926
270,534,71.40196143
270,546,70.18022029
270,558,68.99657249
270,570,67.94346486
270,582,67.05433999
270,594,66.32661719
270,606,65.74094719
270,618,65.27308173
270,630,64.89977434
270,642,64.60107072
270,654,64.36077203
270,666,64.16610927
270,678,64.00717195
270,690,63.87632179
270,702,63.76768075
270,714,63.67671988
270,726,63.59993641
270,738,63.53460733
270,750,63.47860392
270,762,63.43025102
270,774,63.38822169
270,786,63.3514576
270,798,63.31910891
270,810,63.29048814
270,822,63.26503531
270,834,63.24229198
270,846,63.22188001
270,858,63.20348448
270,870,63.18684377
270,882,63.17173693
270,894,63.15797769
282,6,62.28237014
282,18,62.28964498
282,30,62.29747883
282,42,62.30593106
282,54,62.31506801
282,66,62.32496635
282,78,62.33571336
282,90,62.34741033
282,102,62.36017402
282,114,62.374141
282,126,62.38946965
282,138,62.40634759
282,150,62.42499606
282,162,62.44567768
282,174,62.46870724
282,186,62.49446413
282,198,62.52340725
282,210,62.55609745
282,222,62.59322339
282,234,62.63563779
282,246,62.6844039
282,258,62.7408575
282,270,62.80668887
282,282,62.88405339
282,294,62.97571966
282,306,63.08526693
282,318,63.21735401
282,330,63.3780752
282,342,63.57543206
282,354,63.81993977
282,366,64.12537344
282,378,64.50960067
282,390,64.99530792
282,402,65.61013524
282,414,66.38513703
282,426,67.34952826
282,438,68.51851008
282,450,69.87092405
282,462,71.31804408
282,474,72.67848306
282,486,73.69304498
282,498,74.1095447
282,510,73.80950144
282,522,72.87915246
282,534,71.557103
282,546,70.109216
282,558,68.73255475
282,570,67.53012053
282,582,66.5320415
282,594,65.72732369
282,606,65.08800046
282,618,64.58281724
282,630,64.18338958
282,642,63.86618699
282,654,63.61258165
282,666,63.4081747
282,678,63.24196278
282,690,63.10557159
282,702,62.99262502
282,714,62.89825249
282,726,62.81871578
282,738,62.75112637
282,750,62.69323826
282,762,62.64329216
282,774,62.59989929
282,786,62.56195627
282,798,62.5285786
282,810,62.49905287
282,822,62.47279938
282,834,62.44934358
282,846,62.42829394
282,858,62.40932624
282,870,62.39216953
282,882,62.37659648
282,894,62.36241433
294,6,61.48445929
294,18,61.49193403
294,30,61.49998495
294,42,61.50867287
294,54,61.51806667
294,66,61.52824423
294,78,61.53929591
294,90,61.55132522
294,102,61.56445222
294,114,61.57881602
294,126,61.59458023
294,138,61.61193551
294,150,61.63110828
294,162,61.65236738
294,174,61.67603429
294,186,61.70249603
294,198,61.7322215
294,210,61.76578315
294,222,61.80388445
294,234,61.84739712
294,246,61.89740782
294,258,61.95528558
294,270,62.02276376
294,282,62.10205801
294,294,62.19602113
294,306,62.30835279
294,318,62.44388705
294,330,62.60897488
294,342,62.81199993
294,354,63.06405155
294,366,63.3797729
294,378,63.77834442
294,390,64.28442979
294,402,64.92858749
294,414,65.74601422
294,426,66.77133618
294,438,68.02569278
294,450,69.49182966
294,462,71.07751714
294,474,72.58342255
294,486,73.71570471
294,498,74.18276013
294,510,73.84616767
294,522,72.80675851
294,534,71.34108925
294,546,69.75176133
294,558,68.25668822
294,570,66.96430837
294,582,65.90162728
294,594,65.05180608
294,606,64.38129332
294,618,63.85447282
294,630,63.43985422
294,642,63.11179392
294,654,62.85025745
294,666,62.63991594
294,678,62.46915131
294,690,62.32918035
294,702,62.21335265
294,714,62.11661172
294,726,62.03509066
294,738,61.96581213
294,750,61.90646611
294,762,61.85524779
294,774,61.81073446
294,786,61.77179681
294,798,61.73753153
294,810,61.70720959
294,822,61.68023888
294,834,61.65613516
294,846,61.63449857
294,858,61.61499813
294,870,61.59735661
294,882,61.58134137
294,894,61.5667562
306,6,60.68651652
306,18,60.69418716
306,30,60.7024512
306,42,60.71136936
306,54,60.72101302
306,66,60.731462
306,78,60.74280858
306,90,60.755158
306,102,60.76863294
306,114,60.78337529
306,126,60.79955064
306,138,60.81735312
306,150,60.83701224
306,162,60.85880004
306,174,60.88304106
306,186,60.91012677
306,198,60.94052906
306,210,60.97482472
306,222,61.01372067
306,234,61.05809291
306,246,61.10903279
306,258,61.16791193
306,270,61.23646882
306,282,61.3169233
306,294,61.41213293
306,306,61.52580473
306,318,61.66278103
306,330,61.82942671
306,342,62.0341466
306,354,62.28806435
306,366,62.60587835
306,378,63.00685885
306,390,63.51581017
306,402,64.16350831
306,414,64.98546717
306,426,66.01674265
306,438,67.27895721
306,450,68.75518952
306,462,70.35294014
306,474,71.87139882
306,486,73.01380952
306,498,73.4852118
306,510,73.14547692
306,522,72.0966862
306,534,70.61863263
306,546,69.01701678
306,558,67.51147662
306,570,66.2108797
306,582,65.14196073
306,594,64.28740303
306,606,63.61320988
306,618,63.08342841
306,630,62.66633614
306,642,62.33613785
306,654,62.07270204
306,666,61.86064008
306,678,61.68829637
306,690,61.54686512
306,702,61.42968122
306,714,61.33167858
306,726,61.24898338
306,738,61.17861282
306,750,61.1182527
306,762,61.06609363
306,774,61.02070928
306,786,60.98096657
306,798,60.94595732
306,810,60.91494936
306,822,60.88734608
306,834,60.86266022
306,846,60.84048772
306,858,60.8204938
306,870,60.80239897
306,882,60.78596693
306,894,60.77099787
318,6,59.88853849
318,18,59.8964017
318,30,59.9048734
318,42,59.91401702
318,54,59.92390405
318,66,59.93461643
318,78,59.94624768
318,90,59.95890567
318,102,59.97271371
318,114,59.98781572
318,126,60.00437885
318,138,60.02259956
318,150,60.04270771
318,162,60.06497661
318,174,60.08973122
318,186,60.11736152
318,198,60.14833837
318,210,60.18323419
318,222,60.22274902
318,234,60.26774825
318,246,60.31930717
318,258,60.37877332
318,270,60.4478497
318,282,60.52870462
318,294,60.62412212
318,306,60.73769988
318,318,60.87412222
318,330,61.03952236
318,342,61.24196042
318,354,61.49204747
318,366,61.80371194
318,378,62.19506664
318,390,62.68918249
318,402,63.31428379
318,414,64.10227034
318,426,65.08346611
318,438,66.27427546
318,450,67.65426826
318,462,69.13381253
318,474,70.52750158
318,486,71.56858487
318,498,71.99639304
318,510,71.68817891
318,522,70.73330053
318,534,69.37852054
318,546,67.89769051
318,558,66.49251334
318,570,65.26731735
318,582,64.25167722
318,594,63.43342121
318,606,62.78343836
318,618,62.26958275
318,630,61.86284537
318,642,61.53928267
318,654,61.28000204
318,666,61.07043865
318,678,60.89948575
318,690,60.75870514
318,702,60.64167918
318,714,60.54351041
318,726,60.46044093
318,738,60.38956658
318,750,60.32862798
318,762,60.27585324
318,774,60.22984189
318,786,60.18947811
318,798,60.15386502
318,810,60.12227782
318,822,60.09412498
318,834,60.06892014
318,846,60.04626102
318,858,60.02581308
318,870,60.00729476
318,882,59.99046991
318,894,59.9751367
330,6,59.0905225
330,18,59.09857419
330,30,59.1072495
330,42,59.11661259
330,54,59.12673672
330,66,59.13770485
330,78,59.14961147
330,90,59.16256595
330,102,59.17669299
330,114,59.19213729
330,126,59.20906684
330,138,59.2276779
330,150,59.24820039
330,162,59.27090595
330,174,59.29611739
330,186,59.32421962
330,198,59.35567612
330,210,59.39104795
330,222,59.43101909
330,234,59.47643047
330,246,59.52832195
330,258,59.58799177
330,270,59.65707101
330,282,59.73762623
330,294,59.8322928
330,306,59.94445803
330,318,60.07849831
330,330,60.24009585
330,342,60.43664908
330,354,60.6777864
330,366,60.97597525
330,378,61.3471512
330,390,61.8111718
330,402,62.39161211
330,414,63.11393547
330,426,64.00031681
330,438,65.05864027
330,450,66.26364613
330,462,67.53247473
330,474,68.70772086
330,486,69.57390441
330,498,69.92707804
330,510,69.67279334
330,522,68.8797182
330,534,67.74018134
330,546,66.47398255
330,558,65.25067923
330,570,64.16491127
330,582,63.24980309
330,594,62.50146553
330,606,61.89914605
330,618,61.41744561
330,630,61.03228296
330,642,60.72313844
330,654,60.47344449
330,666,60.27019784
330,678,60.1033415
330,690,59.96514355
330,702,59.84966744
330,714,59.75234297
330,726,59.66963659
330,738,59.59880172
330,750,59.53768738
330,762,59.4845975
330,774,59.43818453
330,786,59.39736984
330,798,59.36128275
330,810,59.32921561
330,822,59.30058893
330,834,59.27492428
330,846,59.25182504
330,858,59.2309587
330,870,59.2120462
330,882,59.19485087
330,894,59.17917127
342,6,58.29246608
342,18,58.30070249
342,30,58.30957672
342,42,58.31915426
342,54,58.32950878
342,66,58.34072495
342,78,58.35289865
342,90,58.36613915
342,102,58.3805719
342,114,58.39634238
342,126,58.41361825
342,138,58.43259499
342,150,58.45350067
342,162,58.47660406
342,174,58.50222201
342,186,58.5307317
342,198,58.56258506
342,210,58.59832499
342,222,58.638611
342,234,58.68424733
342,246,58.73622402
342,258,58.79576702
342,270,58.86440539
342,282,58.94406086
342,294,59.03716389
342,306,59.14680566
342,318,59.27693849
342,330,59.43262977
342,342,59.62038234
342,354,59.84851564
342,366,60.12757836
342,378,60.47070882
342,390,60.89373247
342,402,61.41457168
342,414,62.05117856
342,426,62.81674025
342,438,63.7106421
342,450,64.70451135
342,462,65.72623216
342,474,66.65195539
342,486,67.32246733
342,498,67.59313636
342,510,67.39841069
342,522,66.78586986
342,534,65.89123233
342,546,64.8755744
342,558,63.87067117
342,570,62.9571467
342,582,62.1695999
342,594,61.51218229
342,606,60.97324472
342,618,60.53520036
342,630,60.17992277
342,642,59.89116804
342,654,59.65534531
342,666,59.46149532
342,678,59.30095625
342,690,59.16694999
342,702,59.05419413
342,714,58.95856984
342,726,58.87685757
342,738,58.80652857
342,750,58.74558534
342,762,58.6924399
342,774,58.64582136
342,786,58.60470382
342,798,58.56825558
342,810,58.53579505
342,822,58.50676155
342,834,58.48068971
342,846,58.45719075
342,858,58.43593857
342,870,58.41665726
342,882,58.39911212
342,894,58.38310326
354,6,57.49436691
354,18,57.50278388
354,30,57.51185253
354,42,57.5216394
354,54,57.53221891
354,66,57.54367667
354,78,57.55610858
354,90,57.56962511
354,102,57.58435239
354,114,57.60043497
354,126,57.61804001
354,138,57.63736153
354,150,57.6586243
354,162,57.68209211
354,174,57.70807521
354,186,57.73693993
354,198,57.76912196
354,210,57.80514224
354,222,57.84562869
354,234,57.89134108
354,246,57.94320623
354,258,58.00236156
354,270,58.07021239
354,282,58.14850524
354,294,58.23942304
354,306,58.34570657
354,318,58.47080869
354,330,58.61908264
354,342,58.79600782
354,354,59.00843406
354,366,59.26480762
354,378,59.57528241
354,390,59.95152847
354,402,60.40588797
354,414,60.9493053
354,426,61.58725513
354,438,62.31294738
354,450,63.09803483
354,462,63.88359642
354,474,64.57817369
354,486,65.07180063
354,498,65.26892169
354,510,65.12723022
354,522,64.6773781
354,534,64.00855141
354,546,63.23102119
354,558,62.44084472
354,570,61.70255489
354,582,61.04905232
354,594,60.49002835
354,606,60.02150196
354,618,59.63309036
354,630,59.31249764
354,642,59.04785803
354,654,58.82873967
354,666,58.64641375
354,678,58.4937791
354,690,58.3651447
354,702,58.25598648
354,714,58.16271504
354,726,58.08248316
354,738,58.01302364
354,750,57.95252487
354,762,57.89953017
354,774,57.85286175
354,786,57.81156113
354,798,57.77484324
354,810,57.74206037
354,822,57.71267499
354,834,57.68623895
354,846,57.66237463
354,858,57.64076384
354,870,57.62113539
354,882,57.60325864
354,894,57.58693443
366,6,56.69622241
366,18,56.70481674
366,30,56.71407591
366,42,56.72406692
366,54,56.73486614
366,66,56.74655853
366,78,56.75924174
366,90,56.77302612
366,102,56.78803759
366,114,56.80442058
366,126,56.82234075
366,138,56.84198949
366,150,56.86358857
366,162,56.88739565
366,174,56.91371208
366,186,56.9428917
366,198,56.97535258
366,210,57.0115899
366,222,57.05219497
366,234,57.09787779
366,246,57.14949425
366,258,57.20808334
366,270,57.27491299
366,282,57.35153688
366,294,57.43986977
366,306,57.54227455
366,318,57.66167286
366,330,57.80167254
366,342,57.96670246
366,354,58.16214156
366,366,58.39438605
366,378,58.67078148
366,390,58.99924795
366,402,59.38735745
366,414,59.84048772
366,426,60.3586577
366,438,60.93185573
366,450,61.53445832
366,462,62.12093221
366,474,62.62689092
366,486,62.97977058
366,498,63.11920166
366,510,63.01906223
366,522,62.69824423
366,534,62.21279754
366,546,61.63485858
366,558,61.03121715
366,570,60.45083812
366,582,59.92244999
366,594,59.45827561
366,606,59.05960541
366,618,58.72169394
366,630,58.43717602
366,642,58.19810541
366,654,57.99700385
366,666,57.8273064
366,678,57.68346673
366,690,57.56090593
366,702,57.45588864
366,714,57.36538823
366,726,57.28695663
366,738,57.2186114
366,750,57.15874367
366,762,57.10604299
366,774,57.05943492
366,786,57.01803658
366,798,56.98111513
366,810,56.94806168
366,822,56.91836611
366,834,56.8915986
366,846,56.86739551
366,858,56.84544746
366,870,56.82548992
366,882,56.80729572
366,894,56.79066859
378,6,55.89803078
378,18,55.90679855
378,30,55.91624403
378,42,55.92643499
378,54,55.93744861
378,66,55.94937057
378,78,55.96229868
378,90,55.97634355
378,102,55.99163114
378,114,56.00830486
378,126,56.02652937
378,138,56.04649311
378,150,56.06841347
378,162,56.09254228
378,174,56.11917114
378,186,56.14864077
378,198,56.18134938
378,210,56.21776549
378,222,56.25844285
378,234,56.3040376
378,246,56.35533245
378,258,56.41326404
378,270,56.47895874
378,282,56.55377407
378,294,56.63935198
378,306,56.73767818
378,318,56.85115298
378,330,56.98266204
378,342,57.13564279
378,354,57.31411783
378,366,57.52265792
378,378,57.76620168
378,390,58.0496135
378,402,58.37681897
378,414,58.74931701
378,426,59.16391887
378,438,59.60979419
378,450,60.06545618
378,462,60.49717543
378,474,60.86103233
378,486,61.1103815
378,498,61.2079445
378,510,61.13792891
378,522,60.91173752
378,534,60.56381318
378,546,60.14015725
378,558,59.68581663
378,570,59.23649367
378,582,58.81567417
378,594,58.43577027
378,606,58.10102593
378,618,57.81054465
378,630,57.56068206
378,642,57.34665627
378,654,57.1635011
378,666,57.00656642
378,678,56.87173303
378,690,56.7554671
378,702,56.65479514
378,714,56.56724064
378,726,56.49075402
378,738,56.42364049
378,750,56.36449896
378,762,56.3121677
378,774,56.26568105
378,786,56.22423283
378,798,56.18714746
378,810,56.15385551
378,822,56.12387549
378,834,56.09679821
378,846,56.07227431
378,858,56.05000424
378,870,56.02973037
378,882,56.01122983
378,894,55.99430966
390,6,55.09978967
390,18,55.10872732
390,30,55.11835538
390,42,55.12874224
390,54,55.13996559
390,66,55.15211217
390,78,55.16527971
390,90,55.17957936
390,102,55.19513657
390,114,55.21209457
390,126,55.23061548
390,138,55.25088607
390,150,55.27311932
390,162,55.29756024
390,174,55.32449147
390,186,55.35423997
390,198,55.3871852
390,210,55.42376876
390,222,55.46450652
390,234,55.51000267
390,246,55.56096715
390,258,55.61823779
390,270,55.68280236
390,282,55.75582984
390,294,55.83870358
390,306,55.93305527
390,318,56.04080176
390,330,56.16417556
390,342,56.30573535
390,354,56.46833772
390,366,56.65503854
390,378,56.86886467
390,390,57.1123845
390,402,57.38698549
390,414,57.69176957
390,426,58.02205531
390,438,58.36765769
390,450,58.7114483
390,462,59.02910564
390,474,59.29115529
390,486,59.46790266
390,498,59.53645372
390,510,59.48729245
390,522,59.32727954
390,534,59.07747587
390,546,58.76695728
390,558,58.42565367
390,570,58.07896309
390,582,57.74524392
390,594,57.43575729
390,606,57.15598183
390,618,56.90733231
390,630,56.68871445
390,642,56.49769727
390,654,56.33129342
390,666,56.18643228
390,678,56.06021378
390,690,55.95002646
390,702,55.85358381
390,714,55.76891753
390,726,55.69435141
390,738,55.62846287
390,750,55.5700496
390,762,55.5180961
390,774,55.47174107
390,786,55.43025475
390,798,55.39301682
390,810,55.35949776
390,822,55.32924435
390,834,55.30186764
390,846,55.2770323
390,858,55.25444916
390,870,55.23386701
390,882,55.21506818
390,894,55.19786143
402,6,54.30149709
402,18,54.3106011
402,30,54.320408
402,42,54.33098714
402,54,54.34241623
402,66,54.35478277
402,78,54.36818557
402,90,54.38273517
402,102,54.39855769
402,114,54.41579485
402,126,54.43460838
402,138,54.45518197
402,150,54.47772458
402,162,54.50247582
402,174,54.52970974
402,186,54.55974054
402,198,54.59292992
402,210,54.62969409
402,222,54.67051411
402,234,54.7159458
402,246,54.76663221
402,258,54.82331869
402,270,54.88686763
402,282,54.95827609
402,294,55.0386938
402,306,55.12943824
402,318,55.23200451
402,330,55.34806458
402,342,55.47944191
402,354,55.62804792
402,366,55.79575271
402,378,55.98415685
402,390,56.19421882
402,402,56.42569764
402,414,56.67638887
402,426,56.94119954
402,438,57.21122909
402,450,57.47320565
402,462,57.70978827
402,474,57.90123087
402,486,58.02854255
402,498,58.07753902
402,510,58.04242259
402,522,57.92736795
402,534,57.7453729
402,546,57.51491645
402,558,57.25587408
402,570,56.98614513
402,582,56.71973228
402,594,56.46624184
402,606,56.23134192
402,618,56.01765116
402,630,55.82567973
402,642,55.6546243
402,654,55.50296119
402,666,55.36884605
402,678,55.25036322
402,690,55.14566869
402,702,55.05306252
402,714,54.97101998
402,726,54.89819413
402,738,54.83340854
402,750,54.77564152
402,762,54.72400986
402,774,54.67774955
402,786,54.63620175
402,798,54.59879695
402,810,54.56504223
402,822,54.53451146
402,834,54.50683437
402,846,54.48168951
402,858,54.45879621
402,870,54.43790987
402,882,54.41881625
402,894,54.40132822
414,6,53.50315057
414,18,53.51241787
414,30,53.52239996
414,42,53.53316755
414,54,53.54479872
414,66,53.55738168
414,78,53.57101573
414,90,53.58581212
414,102,53.60189623
414,114,53.61941041
414,126,53.63851489
414,138,53.65939124
414,150,53.68224549
414,162,53.70731248
414,174,53.73485849
414,186,53.76518713
414,198,53.79864436
414,210,53.83562525
414,222,53.87657958
414,234,53.92202131
414,246,53.97253482
414,258,54.02878552
414,270,54.09152693
414,282,54.16160891
414,294,54.23998308
414,306,54.32770194
414,318,54.42591103
414,330,54.53582833
414,342,54.65869286
414,354,54.79568807
414,366,54.94780464
414,378,55.11563455
414,390,55.29907163
414,402,55.49690641
414,414,55.70632786
414,426,55.92238975
414,438,56.13757446
414,450,56.34167684
414,462,56.5222639
414,474,56.6659273
414,486,56.76028985
414,498,56.79636211
414,510,56.77052236
414,522,56.68537527
414,534,56.54913142
414,546,56.37376674
414,558,56.17267407
414,570,55.95855774
414,582,55.74204649
414,594,55.53110968
414,606,55.33109739
414,618,55.1451402
414,630,54.9746774
414,642,54.81996849
414,654,54.68051404
414,666,54.55537343
414,678,54.44338404
414,690,54.34330935
414,702,54.2539241
414,714,54.17406819
414,726,54.10267308
414,738,54.03877001
414,750,53.98149231
414,762,53.93007101
414,774,53.88382676
414,786,53.84216203
414,798,53.80455173
414,810,53.770536
414,822,53.73971126
414,834,53.71172367
414,846,53.68626287
414,858,53.6630569
414,870,53.64186597
414,882,53.62247949
414,894,53.60471188
426,6,52.7047476
426,18,52.71417496
426,30,52.72432913
426,42,52.73528147
426,54,52.74711119
426,66,52.75990714
426,78,52.77376946
426,90,52.78880994
426,102,52.80515409
426,114,52.82294406
426,126,52.84234012
426,138,52.86352245
426,150,52.88669454
426,162,52.91208813
426,174,52.93996339
426,186,52.97061578
426,198,53.00437919
426,210,53.04163048
426,222,53.08279588
426,234,53.12835428
426,246,53.1788439
426,258,53.23486434
426,270,53.29708203
426,282,53.36622837
426,294,53.44309582
426,306,53.5285293
426,318,53.62340193
426,330,53.72858063
426,342,53.84486871
426,354,53.97291636
426,366,54.11309436
426,378,54.26531617
426,390,54.42880766
426,402,54.60182243
426,414,54.78133408
426,426,54.96275022
426,438,55.13975133
426,450,55.30437647
426,462,55.44748863
426,474,55.55969082
426,486,55.63261546
426,498,55.66033284
426,510,55.64048682
426,522,55.57477019
426,534,55.46858194
426,546,55.32997913
426,558,55.16828431
426,570,54.99275303
426,582,54.81158678
426,594,54.63139327
426,606,54.45704627
426,618,54.29181563
426,630,54.13763928
426,642,53.99543259
426,654,53.86537907
426,666,53.74717042
426,678,53.64019312
426,690,53.54366223
426,702,53.45671651
426,714,53.37848112
426,726,53.30810457
426,738,53.24478467
426,750,53.18777937
426,762,53.13641135
426,774,53.09007009
426,786,53.04820736
426,798,53.0103347
426,810,52.97601734
426,822,52.94487071
426,834,52.91655416
426,846,52.89076593
426,858,52.8672403
426,870,52.84574135
426,882,52.82606059
426,894,52.80801455
438,6,51.90628592
438,18,51.91586971
438,30,51.92619273
438,42,51.9373263
438,54,51.94935123
438,66,51.96235731
438,78,51.97644509
438,90,51.99172711
438,102,52.00833029
438,114,52.0263968
438,126,52.04608631
438,138,52.0675798
438,150,52.09107969
438,162,52.11681459
438,174,52.145042
438,186,52.1760517
438,198,52.21016881
438,210,52.24775873
438,222,52.28922982
438,234,52.3350363
438,246,52.38568158
438,258,52.44171908
438,270,52.50374987
438,282,52.57241829
438,294,52.64840232
438,306,52.73239364
438,318,52.82506935
438,330,52.92704776
438,342,53.03882564
438,354,53.16068837
438,366,53.29259398
438,378,53.43402425
438,390,53.5838049
438,402,53.73991074
438,414,53.89927928
438,426,54.05767457
438,438,54.20966975
438,450,54.34882034
438,462,54.46808264
438,474,54.56049683
438,486,54.62005435
438,498,54.6425879
438,510,54.62645928
438,522,54.57284464
438,534,54.48552844
438,546,54.37027182
438,558,54.23393938
438,570,54.08361461
438,582,53.92587823
438,594,53.76634494
438,606,53.6094523
438,618,53.45845082
438,630,53.31552694
438,642,53.18198241
438,654,53.0584321
438,666,52.94498608
438,678,52.84140431
438,690,52.74721879
438,702,52.66182613
438,714,52.58455565
438,726,52.5147157
438,738,52.45162447
438,750,52.39463099
438,762,52.34312683
438,774,52.29655022
438,786,52.25438942
438,798,52.21618205
438,810,52.18151278
438,822,52.15000876
438,834,52.12133866
438,846,52.09520708
438,858,52.07135126
438,870,52.04953808
438,882,52.02956104
438,894,52.01123566
450,6,51.10776263
450,18,51.11749956
450,30,51.12798728
450,42,51.13929918
450,54,51.15151607
450,66,51.16472904
450,78,51.17903948
450,90,51.19456164
450,102,51.21142247
450,114,51.22976595
450,126,51.24975289
450,138,51.27156398
450,150,51.29540208
450,162,51.3214959
450,174,51.35010163
450,186,51.38150636
450,198,51.41603157
450,210,51.45403632
450,222,51.49591825
450,234,51.54211813
450,246,51.59311843
450,258,51.64944379
450,270,51.71165488
450,282,51.78034226
450,294,51.85610965
